Zip Code,Age: 20-30,Age: 30-45,Age: 45-60,Age: 60+,Race: White,Race: Black/African American,Race: American Indian and Alaska Native,Race: Asian,Race: Hawaiian and Pacific Islander,Education: Below Middle School,Educatiohn: High School,Education: College,Education: Graduate and Above,"Income: Less than 10,000","Income: Between 10,000 to 19,999","Income: Between 20,000 to 34,999","Income: Between 35,000 to 49,999","Income: Between 50,000 to 74,999","Income: More than 75,000",Employment: Employed,Employment: Unemployed,Employment: Not In Labor Force,Insurance: 2 or More,Insurance: One,Insurance: No,Transportation: Cars,Transportation: Public,Transportation: Motor
33563,6881,7121,6057,6284,23105,5131,68,459,21,964,10636,9152,989,892,1156,2093,1844,2317,3231,15276,1199,9381,4208,23348,6600,14140,1,23
33565,889,1269,1563,2721,6876,70,31,87,0,191,2936,2097,265,208,307,648,478,548,872,2996,200,3175,1367,5609,989,2592,0,11
33566,5142,5629,5516,5447,23286,1446,78,412,20,747,7900,7717,1085,547,938,1368,1254,1494,3510,12361,713,8185,3807,19055,4798,10712,83,15
33567,1400,1486,1366,1176,5059,830,0,49,6,457,1975,1671,232,141,262,278,320,414,816,3089,193,2053,1022,4575,1282,2548,21,0
33569,4392,4632,5922,3993,19804,1503,10,1494,0,201,4742,9393,2328,275,391,568,888,1342,4438,11034,640,6519,3703,18795,1613,9725,173,67
33570,4792,4928,3919,7703,18383,2843,41,275,24,737,7059,8504,1222,592,1114,2050,1676,1601,2619,10568,426,9911,4889,16710,4758,9763,79,0
33571,0,34,272,2224,2508,0,0,8,0,24,951,1328,177,169,196,283,267,308,332,458,20,2052,1344,1156,38,368,0,0
33572,2855,4254,5538,5798,18720,1663,190,491,0,227,4981,9947,2240,238,425,782,1063,1514,4842,11302,542,6242,3628,17056,1613,9919,1,26
33573,1246,1324,1628,11236,14569,1318,13,118,14,325,4757,7794,1981,464,588,1787,1255,1682,2886,4250,347,10759,7229,8479,770,3521,58,0
33578,12027,13478,10393,8126,35147,11311,236,1595,43,996,13184,21384,2994,961,1752,3087,3271,5107,6897,28019,1898,13059,6433,40937,8197,25936,140,46
33579,8107,11137,7683,6997,28256,7661,127,1553,0,972,9189,15557,3001,418,723,1423,1501,2913,6772,20629,1556,10696,5919,32647,5880,18580,145,55
33584,3019,3036,2602,2621,10501,2467,21,175,0,434,4330,4828,406,428,657,955,1038,993,1221,6627,539,3973,1869,10858,2191,5775,0,0
33586,100,199,313,812,1489,2,0,10,0,21,644,553,36,54,107,222,113,123,144,480,29,915,451,809,288,444,0,0
33587,513,573,584,444,2310,15,0,0,0,72,808,607,48,56,98,173,84,116,244,1132,103,860,306,1562,819,909,21,0
33592,2046,2094,1781,1899,7071,1096,139,933,0,289,2799,3313,573,288,569,676,508,581,1055,4267,436,2991,1024,7393,1658,3834,8,14
33594,2607,2802,3593,4183,12377,1860,97,801,0,433,4362,6374,750,371,568,810,926,1352,2019,6934,518,5467,2865,11634,1355,6216,26,12
33595,757,1417,1043,1248,4563,700,0,195,0,156,1901,1894,120,49,218,346,501,614,455,2479,104,1734,951,4125,636,2331,24,10
33596,6986,7225,9708,8342,32350,4026,60,1071,0,473,7889,17004,3737,267,590,895,1239,2538,7742,19959,659,10987,5779,32133,1906,17540,82,44
33597,891,749,725,456,2950,338,59,23,0,182,1340,531,93,274,196,171,172,148,183,1299,138,1284,330,2142,1042,1100,8,0
33598,1730,2286,2037,2850,7817,413,29,416,0,456,2912,3002,836,123,130,447,467,691,1700,5272,95,3340,1802,7821,1583,4684,0,10
33601,358,527,245,353,1289,84,0,34,0,25,189,729,311,231,123,141,57,149,448,940,32,495,270,1175,79,688,13,0
33602,4974,5272,4000,3791,14018,5820,53,547,0,598,4768,8091,3228,1515,989,1047,1122,1515,4149,11710,662,5395,2696,16262,2108,9757,223,13
33603,3103,3264,2470,2343,7853,5190,39,95,0,556,4005,4493,689,557,786,995,742,872,1355,6785,493,3735,1807,10357,1634,5683,260,15
33604,10825,11323,10952,9158,33075,12352,517,695,28,2235,15774,14109,1854,1706,3357,4264,3148,3179,4181,24976,2315,14231,6296,35286,9785,21559,875,139
33605,1895,1534,1442,1696,3511,4213,7,89,8,437,2996,1952,130,541,671,748,544,428,265,3114,378,2938,1368,5250,1477,2396,266,9
33606,3847,3794,3347,2997,13930,1113,0,322,0,229,1851,7213,3273,437,344,639,738,1131,4325,9389,400,3814,1706,12708,1266,7938,121,0
33607,12137,8052,6316,8073,27753,9034,93,741,0,1682,9871,14588,1704,2325,2265,3420,2248,2528,3503,18871,1823,13322,6160,27175,6672,15660,503,28
33609,3236,3569,4366,4017,16522,393,52,560,38,126,2002,7551,3798,352,863,713,885,807,4626,10046,272,4478,2386,14879,1022,8560,36,0
33610,11920,12564,10738,9752,20271,34843,122,1539,90,1698,21246,14557,1539,2605,2916,4955,3353,3350,3820,24964,2772,16430,7277,42829,9996,21302,1254,45
33611,4868,5923,5189,4995,19615,2571,39,1318,0,243,5984,10603,2624,590,847,1639,1817,1854,4425,12752,574,6446,5262,16958,2086,11622,176,13
33612,12099,9628,9350,8175,26992,15518,560,695,60,1295,15949,13687,1387,2559,3269,3985,2843,3210,2682,21007,2474,15116,6107,32869,9795,17568,1129,30
33613,19391,5541,3852,4278,23431,7426,163,2128,0,629,6882,17591,2172,2173,2313,2560,2251,1751,1974,17637,1849,13285,3680,25485,7769,14369,902,16
33614,6667,6480,5850,5025,21020,3069,225,866,0,1208,7366,7379,1168,975,1558,2095,2306,2273,1891,15158,958,7466,3214,19532,5739,13395,288,14
33615,12001,13026,10971,10060,42779,4635,250,2258,116,1312,13696,17221,3129,1246,2233,3048,3427,4385,6783,28788,1880,14800,6336,38538,10032,25926,471,83
33616,3405,3788,3186,1946,11396,1892,32,561,0,288,3654,5594,1369,498,417,843,883,1192,2504,7896,529,3326,2491,11042,1379,7206,157,56
33617,10059,6246,5415,6063,20551,9164,53,1851,10,615,7274,13291,2696,1598,1496,2608,2024,2254,3267,16581,1440,9457,4778,25119,4091,14245,618,35
33618,5968,5997,7789,9655,28922,2654,0,1412,10,324,5981,15668,4753,584,810,1703,1554,2142,7192,18129,704,10172,4932,26611,3432,15923,16,17
33619,8104,8128,6871,6399,17806,12975,152,524,26,1554,12886,9484,969,927,1302,2674,1662,2387,2826,15379,1251,12244,4407,23486,6327,13817,290,104
33623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33624,7794,8274,9469,7967,31543,3783,125,1715,0,562,8269,17348,3289,561,1018,1495,2061,3454,6982,22519,933,9590,4776,30047,4709,19960,143,43
33625,3672,4123,4793,4064,16054,2159,62,1096,0,375,4115,8503,1359,285,651,960,998,1289,3434,10798,458,5055,2263,15574,2524,9429,74,54
33626,6652,9258,9546,7213,33920,1723,28,3698,0,457,6201,16698,5294,495,662,1523,1143,2429,9542,21106,852,9988,4958,33350,2656,18052,46,0
33629,3856,6191,5732,6003,24306,750,25,722,0,170,3422,11549,4792,327,746,1233,660,1515,6919,13295,512,7416,3951,21491,1124,11745,52,31
33634,3023,3081,4185,3363,12823,1755,18,488,0,504,4233,4465,622,296,462,755,932,1172,1646,7663,826,4886,2012,10775,3664,7071,124,0
33635,3391,3818,3416,3309,13417,1247,19,1206,0,354,3121,6825,1799,373,613,787,842,1322,2942,9218,459,3979,2159,13849,874,8136,86,52
33637,8364,4512,3547,3461,15065,5697,23,1414,45,306,4545,10541,1861,817,634,1302,1760,2074,2570,12909,769,5796,2733,18253,2833,11552,186,8
33646,1804,1369,1645,860,4543,781,99,923,0,61,631,2718,1275,200,167,158,447,574,1473,3865,255,1496,905,5549,385,3540,15,0
33647,9610,11634,11301,7098,31165,7996,30,8107,0,717,5835,20034,5913,630,521,1248,1618,2870,10395,26572,1440,10989,4781,41758,4232,23197,162,69
33679,650,1196,930,896,4201,43,9,275,0,10,403,1861,939,69,78,281,198,305,1058,2590,33,992,415,3973,458,2296,23,9
33684,1087,1053,1005,884,3375,915,0,101,0,116,1366,1228,161,65,217,483,218,343,419,2505,222,1182,517,3067,1212,2167,72,0
33689,1665,1747,706,369,2591,1367,0,445,0,0,691,2653,607,115,130,382,377,625,985,3384,361,636,455,3875,640,3114,0,16
33701,2995,3088,3515,3636,11907,1836,33,254,0,221,3128,6993,2127,698,1114,1657,860,1041,2422,8121,435,4524,2116,10379,1885,6207,278,55
33702,9861,10702,12342,12743,43076,4945,160,1789,48,854,13659,22243,4501,1372,2241,3770,3693,4388,7577,27910,1666,15226,7714,39572,5984,24600,332,235
33703,1864,2646,2985,4511,12505,300,26,550,0,196,3427,6097,1536,302,495,611,894,707,2786,6440,555,4846,2896,9541,1439,5592,61,11
33704,2582,4452,4847,5425,18343,522,27,550,24,245,3965,8516,3043,481,808,1162,957,1748,4019,10734,452,5801,3034,15240,1777,8993,187,20
33705,6789,5925,6340,7456,10736,19310,126,440,11,957,9655,11894,2185,1403,1525,1974,1673,1838,3241,13807,958,11518,5759,21335,4027,11809,519,49
33706,1322,1793,4567,7457,15464,45,15,421,11,192,3117,8279,2599,556,565,1028,858,1235,4271,7451,491,7110,3913,11047,1334,5779,36,68
33707,4493,4277,7110,11910,26282,2515,114,777,0,539,8778,13664,2893,918,1803,2772,1981,2671,4447,13735,799,12870,6515,19720,3713,11268,379,92
33708,866,1008,2707,4785,9736,38,16,148,21,126,2265,5304,1190,275,490,713,608,900,2104,4387,208,4707,2783,6405,873,3496,18,7
33709,4018,4114,6201,9253,22466,1520,126,2117,77,605,9551,9895,1353,760,1408,2238,1916,2249,3063,12464,517,10295,5663,18087,3199,10924,159,15
33710,5185,5852,7305,7806,26027,2202,96,1018,36,687,8572,12952,1713,652,1199,1682,1678,2582,4257,16209,640,9078,4984,21301,4262,14313,289,44
33711,3853,2882,2959,4526,7472,7559,21,201,0,174,4877,6690,1011,596,725,1147,723,944,1821,7492,459,6147,3394,10712,1948,6118,251,9
33712,5449,4562,5124,4374,6201,17026,0,433,49,419,7654,8598,1544,1018,1165,1551,1160,1577,2207,10302,1193,7711,3155,17946,3252,8715,449,0
33713,4813,4562,5584,5527,18003,1915,53,3074,0,806,7873,8718,1310,522,990,1455,1282,1995,2873,12477,656,7072,3819,16529,3304,10951,202,7
33714,1738,1376,1920,2177,6486,798,0,829,0,350,3493,2426,228,506,685,821,523,558,567,4147,224,2701,1359,5901,1605,3650,82,39
33715,550,596,1555,4346,7181,48,6,123,6,46,1142,3786,1562,93,209,375,289,511,2292,2744,128,4097,2390,4882,216,2091,0,0
33716,3049,2691,1370,1546,7119,1101,0,808,10,78,1867,5106,777,247,228,632,837,1105,1697,6384,191,1956,884,7386,1147,5883,32,11
33730,592,680,543,656,2090,677,0,19,0,74,779,1228,110,91,155,280,123,207,386,1465,65,837,441,2181,263,1098,65,0
33731,436,316,680,1874,2935,231,0,124,0,83,553,1706,720,260,238,396,272,140,868,1328,131,1794,1056,2139,128,749,71,0
33732,600,839,896,660,2773,436,5,210,0,122,1225,1154,228,168,139,293,352,240,405,1804,115,1026,450,2435,661,1557,83,0
33738,56,164,397,837,1503,0,0,35,0,7,344,692,267,23,48,185,122,138,339,625,43,786,469,913,213,505,11,0
33744,237,363,572,924,2189,73,15,35,0,75,774,917,152,88,136,231,200,176,342,921,24,1139,670,1450,168,775,0,16
33755,4884,6948,6248,7343,20800,6960,228,460,35,434,8988,11200,1155,1011,1820,2315,1912,2041,2625,14141,1104,9737,4630,20784,5238,11075,853,72
33756,7480,6660,9226,12052,35279,4187,34,1084,109,767,11267,17757,2317,1387,1778,2673,2304,2736,5585,19351,1515,14042,7549,28880,5252,16443,473,107
33758,1579,1371,1665,1417,5614,344,0,21,0,173,2026,2343,326,101,567,595,425,460,579,3632,161,2047,730,5140,1051,3039,219,38
33759,3669,4068,5563,6950,20850,1301,49,289,0,213,6667,10125,1807,555,721,1842,1544,1738,3948,11534,514,8059,4479,16920,2315,9717,67,30
33760,3272,2959,2890,2770,9851,2277,28,685,0,477,5655,3994,311,280,457,852,776,882,906,5220,593,5893,1697,7330,2363,4231,237,44
33761,2110,3386,4215,8545,19033,381,41,413,52,221,5079,9686,1822,514,741,1548,1495,1484,3472,9137,455,8570,4272,14773,1562,8008,26,17
33762,603,788,885,929,3067,150,0,279,0,11,331,1794,748,108,10,169,296,281,905,2116,161,868,505,2985,156,1900,0,9
33763,1317,1759,1944,5540,10746,190,23,619,0,230,3680,4786,943,386,763,1553,1111,997,1275,4990,205,5272,3002,7551,1365,4422,60,0
33764,5061,4576,5978,7620,23298,2024,15,858,0,594,8065,10499,1283,576,1248,2134,2246,2535,2967,13360,599,8924,4255,18184,4302,11202,253,33
33765,4288,4152,4476,7203,19504,1539,67,677,68,332,7122,8466,1628,633,1183,1848,1726,1933,2340,10914,555,8494,4030,15100,4134,9297,306,59
33766,499,554,856,1237,3329,108,12,172,0,18,815,1360,489,79,103,119,179,251,745,1648,54,1411,791,2678,274,1385,87,0
33767,1245,1273,3043,6377,11437,786,0,436,0,252,3068,5609,1901,680,867,968,1013,803,2600,4757,675,6473,4060,6916,1681,3484,227,0
33770,3925,4355,5492,7541,20773,2800,268,403,185,553,8226,10141,1211,1103,1397,2259,1502,1705,2833,11284,1006,8848,5253,16890,3371,9661,192,38
33771,2973,3519,4272,8193,18804,1338,52,444,0,293,7236,8603,1221,666,1313,2200,1829,1804,2454,9887,977,7935,4790,14249,2749,8679,232,34
33772,2188,2591,4209,7800,17678,188,18,441,34,299,5663,8478,1386,874,831,1632,1268,1633,2724,8295,397,7963,4824,12345,1645,7480,32,17
33773,2732,2841,4016,6287,16295,427,13,865,0,220,5403,7670,1185,437,1038,1155,1114,1099,2698,8531,379,6821,3292,12763,1810,7691,170,58
33774,2377,3191,4774,8893,20054,584,61,162,45,209,5541,10246,1940,491,789,1513,1365,1831,3850,9618,429,8985,5232,14584,1840,8172,96,78
33776,1410,1683,2327,3072,9396,58,38,216,0,45,2376,4574,1039,42,84,421,470,708,1987,4967,257,3206,1569,7743,689,4403,25,0
33777,2770,3507,4468,6290,17347,515,54,1089,11,322,6169,7960,1579,624,565,1471,937,1454,3150,9714,497,6586,4015,14000,1807,8462,118,39
33778,2213,2200,3042,4239,12214,418,102,223,18,154,4397,5412,758,327,544,875,898,1031,1866,6509,339,4679,2750,9100,1419,5791,31,44
33781,2495,3281,3764,4068,13662,781,169,1091,7,394,5457,5524,749,634,855,1255,944,1176,1621,7580,470,5217,2479,11098,2471,6727,72,121
33782,5532,5600,6654,9478,25736,1749,70,2655,7,915,10963,11357,1589,1042,1583,2445,2032,2415,3678,14466,708,11703,5969,22380,3631,13287,55,6
33785,468,559,1290,2671,5233,9,0,11,0,16,971,2971,814,180,166,371,324,535,1314,2533,103,2331,1155,3753,389,1985,5,0
33786,133,186,412,754,1572,36,0,24,0,2,266,685,350,35,72,116,52,101,402,520,59,871,424,1088,120,402,0,0
33801,5598,3342,3616,3401,13884,3816,216,560,0,733,7333,5966,516,813,832,1298,930,1127,1145,7239,1121,7242,2803,13586,2922,6622,17,63
33803,9544,8286,9063,11882,38845,4051,190,740,0,980,13835,17360,3244,1193,2030,2833,3068,3325,5642,20329,1309,16652,8472,32807,4700,18182,68,129
33805,3723,4034,3932,5086,12444,6587,93,360,118,607,7216,6147,915,709,1271,1575,1440,1207,1613,8850,604,6990,3851,13511,2597,7662,144,18
33807,400,610,822,1205,3230,174,0,73,0,19,1016,1565,221,6,38,193,150,233,699,1685,10,1281,663,2718,163,1465,0,0
33809,10672,9127,11095,17317,46748,5598,335,1760,10,1329,19752,20609,2821,1029,1857,3185,3697,4655,6664,25086,1472,21055,10935,40069,5473,23028,166,48
33810,5788,5410,5967,6526,23583,5030,83,414,19,878,10930,8967,833,498,1051,1762,1445,2169,2819,12373,1152,9670,4478,21750,4028,11243,19,44
33811,4023,4236,4731,5119,19511,1625,15,238,0,465,7359,7719,1094,321,590,1094,1570,1560,2822,10344,455,7089,3170,16469,2454,9625,17,20
33812,1648,1539,1810,1415,6203,1042,66,440,39,59,1405,3672,686,123,92,157,128,306,1771,4045,145,2003,769,7033,394,3709,0,0
33813,6650,6573,7557,9890,32851,2551,33,1155,0,325,9663,14249,3268,400,749,1686,1879,2367,5973,17011,1064,11728,6086,29095,2587,15873,21,130
33815,3120,2615,2351,4083,8027,5867,23,241,9,478,5681,3365,334,733,1048,1337,754,925,663,5206,627,6248,2773,10294,2480,4763,11,8
33823,5033,4321,5110,7610,23861,2008,105,177,9,895,9502,8430,1238,751,916,1544,1371,1788,2955,10885,843,9985,5440,17929,3201,9984,4,86
33825,6236,6127,5695,14166,27312,5711,108,1215,0,1179,13394,11368,1893,1020,1666,3331,2635,2821,2592,11784,1863,18267,9932,22507,4383,10539,64,39
33827,590,549,732,736,2025,1149,6,8,0,166,1366,725,89,39,141,210,226,216,148,1183,299,1059,485,2183,584,1159,0,0
33830,7366,7319,8015,10344,30635,7702,80,620,0,1211,15203,11650,1316,818,1724,2414,1987,2837,3799,17150,1238,14047,6935,27994,5319,15688,29,27
33834,3354,2877,2781,3403,12317,1402,0,135,21,851,6564,2649,395,499,531,897,758,812,741,5395,312,6375,2564,9965,1844,4761,323,0
33837,1911,3004,1991,4053,10725,1529,4,236,0,292,3214,5633,748,290,343,688,751,1018,1679,5713,195,4924,2941,8768,1580,5235,0,12
33838,2711,2375,3312,3947,11903,2477,0,147,11,422,6039,4000,499,259,795,1059,1238,936,1145,6710,271,5239,2710,10430,2416,6130,36,0
33839,759,943,885,1754,4363,466,11,180,6,120,1659,1891,268,118,238,339,321,533,577,2471,44,1805,774,3740,551,2359,0,0
33840,1151,1080,723,796,3658,967,32,198,0,185,1977,834,68,262,326,311,345,297,126,2047,130,1457,839,3720,649,1867,34,0
33841,852,732,829,943,2999,1022,11,0,0,75,1511,1140,119,81,125,178,307,284,366,1552,155,1576,722,2794,783,1412,0,0
33843,1395,1109,1529,2914,6946,672,11,55,0,321,2932,2330,311,185,376,613,503,584,618,2884,255,3585,2051,5374,776,2397,51,8
33844,6830,6264,5575,7381,21410,9079,144,346,0,1381,10143,8418,781,967,1233,1872,1909,1850,2055,12169,893,12322,5545,21110,6669,11255,406,8
33845,1153,1302,896,1136,4397,1404,0,41,0,172,1695,1652,174,224,417,306,343,376,335,2350,212,1712,1018,4076,805,2195,0,41
33850,921,1120,910,1594,3951,1428,36,77,0,115,2151,1314,388,159,191,433,510,485,438,2299,138,2090,1240,3865,685,2108,0,35
33852,977,686,883,3036,5529,321,17,4,0,187,2689,1652,246,195,412,591,285,341,639,1923,338,3267,1707,3689,782,1496,157,0
33853,3009,2439,2573,3766,11222,2977,7,0,0,561,4850,4700,617,448,821,1013,822,946,1325,6375,849,4399,3006,9696,2285,5603,21,48
33857,795,524,868,2237,4398,39,0,41,0,125,2088,1582,132,152,386,397,286,515,309,1701,170,2487,1299,2685,1109,1424,0,12
33859,3030,2076,2281,4795,12535,1370,0,91,10,245,4644,5217,877,286,405,1049,937,1236,1331,4990,514,6357,2971,9694,1314,4592,1,31
33860,4947,5733,4120,5164,20346,2356,49,237,6,730,9285,6585,830,397,483,1341,1383,1746,2705,11170,789,7557,3032,18540,4115,10211,18,10
33862,1123,1083,1188,2007,5420,317,62,43,0,94,2506,1693,277,248,331,614,489,352,354,2184,271,2858,1403,4645,632,1903,37,21
33865,803,645,491,815,2939,203,0,29,0,60,1553,625,19,19,209,308,124,91,215,1189,54,1487,624,1549,1024,873,93,0
33867,808,1103,897,1365,3643,685,9,0,0,284,2379,960,164,94,108,136,202,159,359,843,64,3201,731,1817,196,680,0,14
33868,2233,2654,2659,3685,12060,1037,133,107,0,455,5118,4532,400,299,596,857,821,932,1412,5369,443,5262,2453,9861,1478,4721,37,32
33870,3299,2723,4252,10471,19303,2389,37,75,15,599,9852,7718,929,983,1599,2616,1644,1821,1479,7675,823,11985,7577,12956,2814,6575,104,40
33872,500,569,501,1085,2299,390,0,36,0,212,925,1217,86,65,61,367,173,267,238,1118,115,1387,805,1908,409,1040,0,0
33873,1399,1332,1017,1335,5128,843,8,71,0,593,2455,1232,64,150,360,567,269,203,518,2696,175,2051,859,4624,773,2356,0,0
33875,1190,1444,1975,4855,10052,243,4,84,0,254,3483,4348,592,284,600,1152,703,928,1129,4050,208,5152,3716,5751,1232,3528,0,0
33876,1242,1359,1944,4587,8963,552,36,10,0,305,4560,3127,277,271,748,911,741,764,699,2940,307,5740,2929,5387,1859,2593,0,10
33880,4823,5211,4551,6098,21289,3639,78,82,0,1235,8898,6563,669,664,1090,1487,1138,1836,2240,10931,762,8508,4454,16094,5558,9908,146,4
33881,7316,5923,6907,11733,24383,12256,160,285,22,1491,14128,11301,1554,1201,1991,2828,2573,2498,3133,14189,1590,15587,7910,24573,6331,12718,53,71
33883,440,367,246,695,1184,545,0,0,0,85,828,552,29,179,267,153,101,176,37,714,76,927,552,622,670,646,5,0
33884,4016,3631,4355,5387,18209,1499,53,936,0,507,6201,7481,1027,318,767,1134,1136,1664,2399,9185,504,7373,3388,14531,3178,8424,89,39
33890,1627,1149,1338,1654,6827,96,37,6,0,331,3252,1328,169,238,371,499,243,441,545,2861,222,2563,1221,5275,892,2626,0,0
33896,10323,8958,8607,7488,31198,8690,628,519,0,1239,12980,13815,1666,741,1070,1982,2499,2627,3241,19033,1195,14171,6062,29569,8199,17816,25,0
33897,5107,5445,4901,6937,22604,2236,94,398,61,651,8546,9898,849,408,499,1453,1575,1692,2922,11481,729,10032,4825,17841,2760,10678,0,11
33898,1272,1217,1992,4915,9271,1360,18,24,0,348,4454,3697,302,256,543,1373,968,712,846,3618,226,5402,2931,6862,1084,3065,0,36
33901,2810,3557,4205,5299,13394,3141,11,451,47,612,4975,6626,1596,833,1245,1641,1192,1087,2125,8738,537,6393,3723,11765,3021,7691,216,0
33902,402,355,424,791,1750,205,7,11,22,76,689,922,209,79,105,229,107,253,185,670,19,1276,492,1032,96,586,7,0
33903,3998,3603,5064,10088,23678,1539,49,274,0,423,7728,10060,1628,616,782,1428,1739,2607,3226,11137,949,10150,6287,17611,2523,10147,4,69
33904,5799,5942,9463,15888,39210,906,51,645,0,632,14403,16168,2175,1143,1713,2756,2337,3592,5371,18751,1304,16580,9164,26582,5775,16564,26,55
33905,8194,8489,8034,9271,32350,6223,49,975,20,1258,12707,11845,1985,988,1170,2271,2280,2538,3917,19129,1342,12866,6994,26301,9010,17312,255,15
33907,2836,2687,3113,4693,13067,1742,45,125,0,414,3932,5174,1332,551,799,1119,969,1369,1606,7760,479,4820,3195,9448,3137,6935,126,0
33908,2967,3049,5695,21502,34185,205,49,835,0,338,9867,15956,5211,995,1750,2809,2294,2996,6918,12007,631,20386,12546,21014,2229,10210,21,26
33909,6220,5550,6984,8791,29194,1957,57,305,0,1014,12010,9702,1047,814,1372,2278,2098,2188,2945,13723,1460,11958,5056,22115,5531,12488,22,54
33910,160,245,501,1490,2542,63,16,0,0,7,970,1163,163,91,151,205,172,281,361,831,39,1475,935,1475,180,754,0,13
33912,3227,2816,4098,10335,20734,364,0,695,4,291,4886,10286,3230,396,456,1105,1240,1885,4509,9422,245,10624,6859,14078,1759,8483,0,41
33913,9086,6024,5870,9097,28156,4840,147,1102,92,766,7626,13667,3140,564,668,1211,1248,2461,4838,15772,1104,12814,6417,25770,4718,13875,54,64
33914,3886,3763,7070,8687,23982,902,76,906,0,437,8032,10910,1941,560,556,1157,1484,2272,4111,12021,621,10367,5452,17528,3651,10883,0,46
33915,1178,827,2110,1813,5390,916,0,118,28,90,2474,2370,302,366,274,411,372,390,679,2699,517,2688,1343,4307,1208,2515,0,15
33916,3010,3267,2963,2961,5481,8801,0,20,0,957,4895,2809,285,700,951,1252,1024,563,555,6592,607,4735,2561,9533,4541,5366,337,30
33917,2732,2818,5098,14047,26552,421,194,77,24,544,11949,9343,1581,846,1766,2114,1788,2469,3001,8841,756,14946,10004,13514,4049,7644,123,46
33919,5611,5522,6732,16745,34950,1939,62,398,0,749,9899,17155,3720,938,1643,3473,2418,3763,5349,17008,799,16441,10581,23831,4520,15044,112,0
33920,1942,1814,2012,3121,9328,614,27,154,0,232,3897,3577,520,105,247,424,497,530,1578,5195,167,3419,1810,7488,1255,4853,39,7
33921,143,188,83,274,514,127,0,18,0,4,35,447,23,15,33,28,22,22,118,324,0,364,217,356,131,174,49,0
33922,314,365,1441,3488,5676,291,22,31,0,127,2043,2590,732,354,320,388,350,675,775,1824,121,3623,1725,3551,803,1611,0,0
33924,39,77,27,57,148,38,0,14,0,0,62,61,12,21,0,0,0,13,15,125,0,75,20,146,34,49,25,0
33928,2675,3870,5084,17656,31460,199,114,860,0,268,6582,14726,4766,596,709,1518,1950,2548,7204,11422,700,16953,10864,19430,2777,9738,0,61
33929,429,560,414,3064,4746,269,0,114,22,63,1282,2331,636,59,148,368,227,497,1059,1491,31,2923,2131,2924,96,1413,0,0
33931,478,588,1974,7387,10319,42,38,88,28,86,3055,5193,1659,482,344,638,825,1046,2318,2934,95,7354,4793,5002,828,2082,0,63
33935,2756,2464,1991,2650,11612,542,52,37,0,759,3616,2608,514,238,453,720,705,634,984,5073,308,4353,1829,8210,2815,4461,248,0
33936,6790,5827,6826,9116,26931,4790,59,370,0,1130,11567,9623,1017,863,1271,1951,1765,2209,2744,14180,1286,12565,6590,20960,6743,12627,132,6
33947,339,465,1056,3309,5431,38,13,105,0,186,2116,2335,370,203,437,488,492,363,785,1753,116,3300,2327,2757,521,1540,16,14
33948,1142,1319,1763,4476,8904,624,0,127,0,324,3429,3782,777,149,499,891,693,615,1142,3684,334,4603,2893,5969,1056,3307,11,0
33950,1834,1350,4306,14920,22521,315,262,144,84,405,7054,11409,2762,488,829,1540,1766,2148,4840,6755,470,15090,9898,12080,1563,5285,9,58
33951,725,588,700,1319,3464,179,0,13,0,114,1150,1376,327,168,416,438,311,186,304,1493,183,1625,1099,2098,624,1140,18,0
33952,3917,3725,5442,8529,20341,2511,100,464,0,507,9007,8875,997,749,1507,2097,1777,1837,1847,10331,732,10314,5997,14447,4327,8772,31,15
33953,807,549,817,1517,3406,479,0,45,31,76,1516,1514,161,47,239,370,216,386,395,1662,202,1769,841,2671,491,1423,0,17
33954,2864,2741,4493,10103,20307,1491,0,309,0,350,8104,8905,1241,545,997,1823,1692,1979,2582,8246,976,10744,6215,13353,3012,7205,15,16
33955,1662,1948,2598,4990,11022,935,0,131,0,444,4668,4555,709,305,442,641,626,602,1572,3140,288,7576,2991,6148,955,2587,11,0
33956,235,117,310,1008,1686,0,0,10,0,28,485,866,133,61,145,161,153,90,209,598,42,1030,545,1033,133,481,3,0
33957,458,370,1138,4765,7101,22,45,13,0,26,1002,3533,1925,178,200,512,185,378,2225,2353,99,4243,2822,4042,360,1486,0,5
33960,721,1114,1055,1438,3409,815,515,8,0,278,2454,1286,85,124,157,248,289,236,354,1158,138,2991,968,1819,878,1049,0,0
33966,2858,3302,2632,2956,10462,2191,14,155,0,277,4056,4112,855,369,518,965,900,833,1170,5526,149,5926,2268,6891,2375,4904,41,0
33967,5712,4743,4763,4339,20698,656,27,518,43,332,5067,10172,1251,406,281,1106,656,1939,3189,12915,623,5575,3200,16069,4038,11895,57,74
33971,1959,2000,1944,1415,6162,2453,0,107,0,292,2811,2313,222,154,279,434,412,540,803,4319,292,2478,860,6365,2048,3978,122,0
33972,1153,1035,1188,1050,4206,1073,5,66,0,218,1887,1670,97,158,169,174,218,360,541,2488,131,1738,842,4014,872,2268,25,6
33973,1260,1384,716,852,4241,1653,0,109,0,202,1091,1285,228,179,149,385,349,310,411,2499,167,1508,890,4099,1344,2084,0,0
33974,4441,5199,3945,3788,16827,4360,75,154,50,1034,6427,5596,542,383,795,1207,1170,1460,1589,10185,815,5939,3430,16167,3805,9563,28,40
