Zip Code,Age: 20-30,Age: 30-45,Age: 45-60,Age: 60+,Race: White,Race: Black/African American,Race: American Indian and Alaska Native,Race: Asian,Race: Hawaiian and Pacific Islander,Education: Below Middle School,Educatiohn: High School,Education: College,Education: Graduate and Above,"Income: Less than 10,000","Income: Between 10,000 to 19,999","Income: Between 20,000 to 34,999","Income: Between 35,000 to 49,999","Income: Between 50,000 to 74,999","Income: More than 75,000",Employment: Employed,Employment: Unemployed,Employment: Not In Labor Force,Insurance: 2 or More,Insurance: One,Insurance: No,Transportation: Cars,Transportation: Public,Transportation: Motor
34972,6230,5858,5806,6705,25854,3204,157,276,53,1757,11450,6705,549,719,1122,2035,1795,1642,2022,10930,998,12393,4464,17904,5092,10121,20,10
34973,711,949,632,1677,4388,155,31,0,0,115,1624,1553,119,145,290,408,445,215,450,1866,44,2012,973,2829,903,1786,0,32
34974,747,680,1217,2147,4894,170,146,104,33,146,2627,1577,138,266,296,527,388,486,508,1926,82,2719,1558,3069,831,1830,0,11
34979,1232,1389,1909,1352,5871,1298,27,10,210,36,2200,1969,334,156,250,760,352,383,639,3051,315,2414,1092,4869,1638,2803,31,14
34982,3938,2854,3881,6859,16102,3467,0,278,0,674,7067,6131,779,841,1147,2045,1424,1162,1603,8302,603,8418,3828,13639,3442,7397,107,38
34983,5419,4621,6211,7944,22987,4262,84,754,24,731,9361,10228,1311,421,827,1753,1577,2329,2759,12718,835,10452,5432,20840,3004,11576,17,75
34984,2666,3639,3408,3702,11045,3389,299,102,0,391,5173,5752,785,201,670,788,807,1077,1802,7634,541,5032,2643,10690,2502,7035,22,0
34986,4189,5444,6582,11421,25114,5331,0,1159,25,779,9605,11777,2362,753,1739,2016,2018,3093,3298,11009,631,15481,8015,21914,3250,9712,3,103
34987,355,666,1110,3324,6053,13,89,0,0,25,2413,2112,461,148,512,567,576,290,819,2035,109,3256,1928,3702,545,1748,0,39
34990,6898,6652,9681,14049,36252,3817,587,754,38,845,9824,18279,3823,661,957,2020,1864,2613,7481,17566,1203,17925,8912,29282,4367,15081,45,43
34994,1223,1133,1871,3915,8496,191,9,98,0,166,2305,4293,952,271,380,828,713,645,1451,3815,377,3776,2447,5697,864,3251,1,47
34996,2949,2786,3540,8403,16342,2529,0,343,0,292,4852,8458,2349,523,816,1516,1124,1791,3096,7725,399,9267,5497,11837,2120,6504,0,4
34997,7012,7251,9510,18049,42620,2282,164,484,0,879,12345,20321,3892,970,1447,3021,2964,3765,6875,21501,1021,18572,11252,29908,6706,18705,72,8
